cond_uscm,datetime
0,2025-12-22 11:22:58
0,2025-12-22 11:23:18
0,2025-12-22 11:23:38
0,2025-12-22 11:23:58
0,2025-12-22 11:24:18
0,2025-12-22 11:24:38
0,2025-12-22 11:24:58
0,2025-12-22 11:25:18
0,2025-12-22 11:25:38
0,2025-12-22 11:25:58
0,2025-12-22 11:26:18
0,2025-12-22 11:26:38
0,2025-12-22 11:26:58
0,2025-12-22 11:27:18
0,2025-12-22 11:27:38
0,2025-12-22 11:27:58
0,2025-12-22 11:28:18
0,2025-12-22 11:28:34
12880,2025-12-22 11:29:12
12880,2025-12-22 11:29:32
12880,2025-12-22 11:29:52
12880,2025-12-22 11:30:12
12880,2025-12-22 11:30:32
12880,2025-12-22 11:30:52
12880,2025-12-22 11:31:12
12880,2025-12-22 11:31:32
12880,2025-12-22 11:31:52
12880,2025-12-22 11:32:12
12880,2025-12-22 11:32:32
12880,2025-12-22 11:32:52
12880,2025-12-22 11:33:12
12880,2025-12-22 11:33:32
12880,2025-12-22 11:33:52
12880,2025-12-22 11:34:12
12880,2025-12-22 11:34:32
12880,2025-12-22 11:34:51
80000,2025-12-22 11:35:34
80000,2025-12-22 11:35:54
80000,2025-12-22 11:36:14
80000,2025-12-22 11:36:34
80000,2025-12-22 11:36:54
80000,2025-12-22 11:37:14
80000,2025-12-22 11:37:34
80000,2025-12-22 11:37:54
80000,2025-12-22 11:38:14
80000,2025-12-22 11:38:34
80000,2025-12-22 11:38:54
80000,2025-12-22 11:39:14
80000,2025-12-22 11:39:34
80000,2025-12-22 11:39:54
80000,2025-12-22 11:40:14
80000,2025-12-22 11:40:34
80000,2025-12-22 11:40:54
80000,2025-12-22 11:41:14
80000,2025-12-22 11:41:34
