e00fce680b66f0052c113d66,4/24/2025 10:59:12,c3po,cond,"946685163,24.50,0.00"
e00fce680b66f0052c113d66,4/24/2025 11:00:06,c3po,cond,"1745506803,24.48,0.00"
e00fce680b66f0052c113d66,4/24/2025 11:06:06,c3po,cond,"1745507163,26.02,0.00"
e00fce680b66f0052c113d66,4/24/2025 11:12:05,c3po,cond,"1745507522,25.71,0.00"
e00fce680b66f0052c113d66,4/24/2025 11:18:06,c3po,cond,"1745507882,25.34,0.00"
e00fce680b66f0052c113d66,4/24/2025 11:24:06,c3po,cond,"1745508242,25.67,0.00"
e00fce680b66f0052c113d66,4/24/2025 11:30:06,c3po,cond,"1745508602,25.39,0.00"
e00fce680b66f0052c113d66,4/24/2025 11:36:06,c3po,cond,"1745508963,25.39,0.00"
e00fce680b66f0052c113d66,4/24/2025 11:42:06,c3po,cond,"1745509323,25.62,0.00"
e00fce680b66f0052c113d66,4/24/2025 11:48:09,c3po,cond,"1745509683,25.64,0.00"
e00fce680b66f0052c113d66,4/24/2025 11:54:06,c3po,cond,"1745510042,25.61,0.00"
e00fce680b66f0052c113d66,4/24/2025 12:00:06,c3po,cond,"1745510402,25.28,0.00"
e00fce680b66f0052c113d66,4/24/2025 12:06:06,c3po,cond,"1745510762,24.45,0.00"
e00fce680b66f0052c113d66,4/24/2025 12:12:06,c3po,cond,"1745511123,25.04,0.00"
e00fce680b66f0052c113d66,4/24/2025 12:18:06,c3po,cond,"1745511483,24.60,0.00"
e00fce680b66f0052c113d66,4/24/2025 12:24:06,c3po,cond,"1745511843,25.15,0.00"
e00fce680b66f0052c113d66,4/24/2025 12:30:06,c3po,cond,"1745512202,25.42,0.00"
e00fce680b66f0052c113d66,4/24/2025 12:36:06,c3po,cond,"1745512562,25.41,0.00"
e00fce680b66f0052c113d66,4/24/2025 12:42:06,c3po,cond,"1745512922,25.81,0.00"
e00fce680b66f0052c113d66,4/24/2025 12:48:06,c3po,cond,"1745513283,25.05,0.00"
e00fce680b66f0052c113d66,4/24/2025 12:54:06,c3po,cond,"1745513643,25.07,0.00"
e00fce680b66f0052c113d66,4/24/2025 13:00:06,c3po,cond,"1745514003,24.87,0.00"
e00fce680b66f0052c113d66,4/24/2025 13:06:06,c3po,cond,"1745514362,25.64,0.00"
e00fce680b66f0052c113d66,4/24/2025 13:12:06,c3po,cond,"1745514722,24.79,0.00"
e00fce680b66f0052c113d66,4/24/2025 13:18:06,c3po,cond,"1745515082,24.58,0.00"
e00fce680b66f0052c113d66,4/24/2025 13:24:06,c3po,cond,"1745515443,25.41,0.00"
e00fce680b66f0052c113d66,4/24/2025 13:30:06,c3po,cond,"1745515803,25.08,0.00"
e00fce680b66f0052c113d66,4/24/2025 13:36:06,c3po,cond,"1745516163,25.06,0.00"
e00fce680b66f0052c113d66,4/24/2025 13:42:10,c3po,cond,"1745516522,24.92,0.00"
e00fce680b66f0052c113d66,4/24/2025 13:48:06,c3po,cond,"1745516883,25.64,0.00"
e00fce680b66f0052c113d66,4/24/2025 13:54:06,c3po,cond,"1745517243,25.88,0.00"
e00fce680b66f0052c113d66,4/24/2025 14:00:10,c3po,cond,"1745517602,26.75,0.00"
e00fce680b66f0052c113d66,4/24/2025 14:06:06,c3po,cond,"1745517963,25.84,0.00"
e00fce680b66f0052c113d66,4/24/2025 14:12:06,c3po,cond,"1745518323,26.14,0.00"
e00fce680b66f0052c113d66,4/24/2025 14:18:10,c3po,cond,"1745518682,26.39,0.00"
e00fce680b66f0052c113d66,4/24/2025 14:24:06,c3po,cond,"1745519042,25.88,0.00"
e00fce680b66f0052c113d66,4/24/2025 14:30:06,c3po,cond,"1745519402,26.11,0.00"
e00fce680b66f0052c113d66,4/24/2025 14:36:06,c3po,cond,"1745519762,25.48,0.00"
e00fce680b66f0052c113d66,4/24/2025 14:42:06,c3po,cond,"1745520123,25.31,0.00"
e00fce680b66f0052c113d66,4/24/2025 14:48:06,c3po,cond,"1745520483,25.47,0.00"
e00fce680b66f0052c113d66,4/24/2025 14:54:10,c3po,cond,"1745520842,25.26,0.00"
e00fce680b66f0052c113d66,4/24/2025 15:00:06,c3po,cond,"1745521203,25.27,0.00"
e00fce680b66f0052c113d66,4/24/2025 15:06:06,c3po,cond,"1745521563,25.29,0.00"
e00fce680b66f0052c113d66,4/24/2025 15:12:10,c3po,cond,"1745521922,25.48,0.00"
e00fce680b66f0052c113d66,4/24/2025 15:18:11,c3po,cond,"1745522282,25.06,0.00"
e00fce680b66f0052c113d66,4/24/2025 15:24:06,c3po,cond,"1745522642,25.06,0.00"
