Time (America/New_York),MSNB_S Wind speed (knots),MSNB_S Wind speed (knots) quality,MSNB_S Rain (day) (in),MSNB_S Rain (day) (in) quality,MSNB_S Rain (last 6 min) (in),MSNB_S Rain (last 6 min) (in) quality
2025-05-19 16:48,7.19,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 16:54,7.43,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 17:00,7.14,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 17:06,7.77,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 17:12,7.58,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 17:18,7.53,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 17:24,7.62,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 17:30,7.60,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 17:36,7.96,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 17:42,7.88,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 17:48,7.90,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 17:54,7.77,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 18:00,7.82,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 18:06,7.48,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 18:12,6.70,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 18:18,6.31,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 18:24,6.05,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 18:30,6.06,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 18:36,6.54,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 18:42,6.54,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 18:48,4.86,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 18:54,6.40,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 19:00,7.05,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 19:06,6.71,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 19:12,6.10,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 19:18,5.28,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 19:24,5.24,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 19:30,5.25,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 19:36,5.44,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 19:42,5.87,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 19:48,6.40,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 19:54,5.90,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 20:00,6.19,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 20:06,5.51,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 20:12,4.28,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 20:18,4.03,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 20:24,4.20,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 20:30,4.19,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 20:36,3.24,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 20:42,3.24,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 20:48,3.45,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 20:54,3.31,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 21:00,3.22,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 21:06,3.09,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 21:12,3.37,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 21:18,3.27,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 21:24,2.94,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 21:30,2.90,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 21:36,3.10,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 21:42,2.61,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 21:48,2.85,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 21:54,3.02,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 22:00,3.37,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 22:06,3.17,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 22:12,3.57,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 22:18,3.92,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 22:24,4.33,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 22:30,4.27,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 22:36,4.34,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 22:42,4.71,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 22:48,4.16,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 22:54,3.27,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 23:00,3.72,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 23:06,3.81,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 23:12,3.68,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 23:18,3.62,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 23:24,3.29,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 23:30,3.55,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 23:36,3.59,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 23:42,3.10,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 23:48,2.64,good,0.00,not evaluated,0.00,not evaluated
2025-05-19 23:54,2.53,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 00:00,2.81,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 00:06,2.51,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 00:12,2.55,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 00:18,2.12,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 00:24,1.99,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 00:30,2.20,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 00:36,2.54,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 00:42,2.56,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 00:48,2.05,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 00:54,2.37,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 01:00,2.56,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 01:06,2.55,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 01:12,2.04,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 01:18,2.45,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 01:24,2.26,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 01:30,2.05,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 01:36,1.94,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 01:42,1.97,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 01:48,2.17,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 01:54,2.27,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 02:00,2.17,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 02:06,2.22,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 02:12,3.01,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 02:18,2.92,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 02:24,3.03,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 02:30,2.89,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 02:36,3.14,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 02:42,3.44,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 02:48,3.45,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 02:54,3.53,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 03:00,3.46,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 03:06,3.70,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 03:12,5.00,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 03:18,4.46,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 03:24,4.32,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 03:30,4.29,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 03:36,4.54,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 03:42,5.02,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 03:48,4.80,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 03:54,4.59,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 04:00,4.57,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 04:06,4.82,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 04:12,4.32,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 04:18,3.72,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 04:24,3.86,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 04:30,3.64,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 04:36,3.32,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 04:42,3.42,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 04:48,3.88,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 04:54,4.43,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 05:00,4.23,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 05:06,4.40,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 05:12,4.11,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 05:18,4.72,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 05:24,5.11,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 05:30,5.43,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 05:36,5.05,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 05:42,5.20,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 05:48,5.17,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 05:54,5.02,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 06:00,5.33,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 06:06,5.02,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 06:12,5.76,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 06:18,5.98,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 06:24,6.40,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 06:30,6.32,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 06:36,6.17,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 06:42,6.02,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 06:48,5.62,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 06:54,5.71,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 07:00,5.73,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 07:06,5.96,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 07:12,6.39,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 07:18,6.89,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 07:24,6.56,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 07:30,5.98,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 07:36,7.02,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 07:42,7.49,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 07:48,6.62,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 07:54,6.90,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 08:00,7.21,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 08:06,6.89,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 08:12,6.99,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 08:18,7.21,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 08:24,6.17,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 08:30,6.21,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 08:36,6.18,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 08:42,4.81,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 08:48,5.10,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 08:54,4.13,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 09:00,4.37,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 09:06,4.32,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 09:12,4.85,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 09:18,5.56,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 09:24,6.08,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 09:30,6.73,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 09:36,6.46,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 09:42,6.38,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 09:48,6.57,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 09:54,6.57,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 10:00,6.97,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 10:06,7.52,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 10:12,8.75,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 10:18,10.02,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 10:24,10.36,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 10:30,11.22,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 10:36,10.14,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 10:42,10.57,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 10:48,9.63,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 10:54,8.50,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 11:00,10.78,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 11:06,11.66,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 11:12,11.44,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 11:18,11.34,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 11:24,10.18,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 11:30,11.91,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 11:36,11.37,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 11:42,10.32,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 11:48,10.38,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 11:54,10.05,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 12:00,11.45,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 12:06,10.57,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 12:12,10.12,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 12:18,9.63,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 12:24,9.54,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 12:30,10.10,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 12:36,9.28,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 12:42,9.22,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 12:48,9.17,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 12:54,11.29,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 13:00,11.77,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 13:06,10.81,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 13:12,11.10,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 13:18,11.58,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 13:24,12.01,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 13:30,11.90,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 13:36,11.47,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 13:42,11.51,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 13:48,10.86,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 13:54,10.03,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 14:00,11.30,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 14:06,11.18,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 14:12,10.91,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 14:18,11.43,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 14:24,11.27,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 14:30,11.34,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 14:36,11.98,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 14:42,11.83,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 14:48,12.40,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 14:54,12.35,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 15:00,12.48,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 15:06,12.40,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 15:12,11.97,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 15:18,12.25,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 15:24,11.88,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 15:30,12.32,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 15:36,12.16,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 15:42,11.35,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 15:48,11.68,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 15:54,11.60,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 16:00,11.03,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 16:06,10.92,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 16:12,11.44,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 16:18,11.09,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 16:24,10.43,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 16:30,10.44,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 16:36,10.64,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 16:42,10.74,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 16:48,10.71,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 16:54,10.14,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 17:00,10.17,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 17:06,10.23,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 17:12,10.16,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 17:18,10.19,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 17:24,9.57,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 17:30,10.29,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 17:36,10.20,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 17:42,9.94,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 17:48,10.32,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 17:54,10.61,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 18:00,10.85,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 18:06,10.77,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 18:12,10.54,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 18:18,10.97,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 18:24,10.69,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 18:30,10.81,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 18:36,10.36,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 18:42,10.75,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 18:48,10.78,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 18:54,10.65,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 19:00,10.97,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 19:06,10.49,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 19:12,10.63,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 19:18,11.57,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 19:24,11.51,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 19:30,10.82,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 19:36,11.48,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 19:42,10.97,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 19:48,10.67,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 19:54,11.53,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 20:00,11.45,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 20:06,12.14,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 20:12,11.56,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 20:18,12.68,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 20:24,12.82,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 20:30,13.21,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 20:36,12.19,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 20:42,12.06,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 20:48,11.87,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 20:54,12.45,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 21:00,11.58,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 21:06,12.58,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 21:12,11.71,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 21:18,11.36,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 21:24,10.91,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 21:30,11.97,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 21:36,12.03,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 21:42,12.73,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 21:48,11.86,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 21:54,12.32,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 22:00,12.43,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 22:06,12.39,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 22:12,12.87,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 22:18,12.23,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 22:24,12.51,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 22:30,11.32,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 22:36,11.40,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 22:42,11.17,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 22:48,10.67,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 22:54,9.93,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 23:00,10.33,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 23:06,10.12,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 23:12,10.25,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 23:18,9.40,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 23:24,8.47,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 23:30,8.27,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 23:36,7.70,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 23:42,7.86,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 23:48,6.78,good,0.00,not evaluated,0.00,not evaluated
2025-05-20 23:54,6.16,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 00:00,5.71,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 00:06,5.07,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 00:12,6.00,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 00:18,6.88,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 00:24,5.39,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 00:30,4.63,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 00:36,5.16,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 00:42,5.75,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 00:48,6.66,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 00:54,6.27,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 01:00,6.45,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 01:06,6.30,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 01:12,6.14,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 01:18,5.18,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 01:24,6.17,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 01:30,5.14,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 01:36,5.30,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 01:42,5.89,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 01:48,7.04,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 01:54,6.75,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 02:00,7.41,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 02:06,7.69,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 02:12,8.09,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 02:18,8.37,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 02:24,8.08,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 02:30,8.11,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 02:36,8.09,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 02:42,8.08,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 02:48,6.83,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 02:54,5.80,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 03:00,5.73,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 03:06,6.50,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 03:12,6.41,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 03:18,7.05,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 03:24,6.32,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 03:30,7.70,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 03:36,7.11,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 03:42,6.58,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 03:48,6.90,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 03:54,7.45,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 04:00,7.49,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 04:06,7.59,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 04:12,7.40,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 04:18,8.19,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 04:24,8.28,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 04:30,8.80,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 04:36,8.63,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 04:42,9.47,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 04:48,9.19,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 04:54,7.91,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 05:00,8.99,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 05:06,9.00,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 05:12,9.18,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 05:18,8.08,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 05:24,9.54,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 05:30,9.23,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 05:36,8.65,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 05:42,7.88,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 05:48,7.88,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 05:54,8.47,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 06:00,9.70,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 06:06,7.55,good,0.00,not evaluated,0.00,not evaluated
2025-05-21 06:12,8.02,good,0.00,not evaluated,0.00,not evaluated
