Time (America/New_York),MSNB_S Wind speed (knots),MSNB_S Wind speed (knots) quality,MSNB_S Rain (day) (in),MSNB_S Rain (day) (in) quality,MSNB_S Rain (last 6 min) (in),MSNB_S Rain (last 6 min) (in) quality
2025-06-01 03:00,6.88,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 03:06,7.22,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 03:12,7.50,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 03:18,6.66,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 03:24,6.74,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 03:30,7.71,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 03:36,8.02,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 03:42,7.96,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 03:48,7.09,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 03:54,7.80,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 04:00,7.59,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 04:06,6.85,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 04:12,6.95,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 04:18,6.94,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 04:24,6.72,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 04:30,6.65,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 04:36,7.17,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 04:42,7.08,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 04:48,8.16,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 04:54,7.64,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 05:00,7.48,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 05:06,6.26,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 05:12,6.43,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 05:18,5.84,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 05:24,5.14,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 05:30,4.55,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 05:36,4.23,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 05:42,3.68,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 05:48,2.88,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 05:54,2.56,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 06:00,2.85,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 06:06,2.87,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 06:12,2.80,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 06:18,2.97,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 06:24,3.41,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 06:30,3.24,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 06:36,2.93,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 06:42,2.42,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 06:48,1.87,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 06:54,2.14,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 07:00,2.45,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 07:06,3.24,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 07:12,3.72,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 07:18,3.65,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 07:24,3.61,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 07:30,3.47,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 07:36,2.82,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 07:42,2.95,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 07:48,2.94,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 07:54,4.70,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 08:00,6.40,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 08:06,6.51,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 08:12,6.37,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 08:18,6.63,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 08:24,6.66,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 08:30,6.15,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 08:36,5.12,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 08:42,5.11,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 08:48,5.95,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 08:54,5.28,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 09:00,5.82,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 09:06,4.89,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 09:12,5.39,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 09:18,5.35,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 09:24,5.25,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 09:30,5.69,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 09:36,5.16,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 09:42,5.35,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 09:48,4.74,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 09:54,4.81,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 10:00,5.43,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 10:06,5.22,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 10:12,5.22,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 10:18,5.67,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 10:24,4.98,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 10:30,4.83,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 10:36,4.82,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 10:42,4.40,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 10:48,5.08,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 10:54,5.41,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 11:00,6.11,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 11:06,5.91,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 11:12,6.58,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 11:18,6.80,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 11:24,6.87,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 11:30,6.25,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 11:36,6.34,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 11:42,6.52,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 11:48,6.17,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 11:54,5.78,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 12:00,6.10,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 12:06,6.08,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 12:12,5.75,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 12:18,5.56,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 12:24,5.24,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 12:30,5.08,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 12:36,5.43,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 12:42,4.90,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 12:48,5.21,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 12:54,5.25,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 13:00,5.27,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 13:06,6.01,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 13:12,5.66,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 13:18,5.16,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 13:24,6.05,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 13:30,6.83,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 13:36,6.21,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 13:42,7.27,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 13:48,7.08,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 13:54,7.10,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 14:00,6.93,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 14:06,7.65,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 14:12,6.91,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 14:18,6.99,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 14:24,6.85,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 14:30,6.77,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 14:36,7.08,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 14:42,7.34,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 14:48,6.88,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 14:54,7.59,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 15:00,7.88,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 15:06,8.22,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 15:12,7.98,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 15:18,7.78,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 15:24,7.82,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 15:30,8.03,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 15:36,7.47,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 15:42,6.65,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 15:48,6.74,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 15:54,6.74,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 16:00,6.30,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 16:06,7.40,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 16:12,7.02,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 16:18,6.78,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 16:24,7.38,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 16:30,7.42,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 16:36,7.61,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 16:42,7.93,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 16:48,7.53,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 16:54,7.35,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 17:00,7.40,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 17:06,7.20,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 17:12,7.39,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 17:18,7.05,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 17:24,7.37,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 17:30,7.83,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 17:36,7.63,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 17:42,7.82,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 17:48,7.48,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 17:54,7.20,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 18:00,8.10,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 18:06,7.34,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 18:12,7.79,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 18:18,7.75,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 18:24,8.21,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 18:30,9.03,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 18:36,9.13,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 18:42,8.49,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 18:48,8.26,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 18:54,7.83,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 19:00,7.12,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 19:06,7.07,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 19:12,6.68,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 19:18,7.32,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 19:24,7.36,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 19:30,8.41,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 19:36,8.41,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 19:42,8.10,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 19:48,7.16,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 19:54,5.07,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 20:00,4.70,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 20:06,3.69,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 20:12,2.69,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 20:18,2.51,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 20:24,2.25,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 20:30,2.51,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 20:36,2.91,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 20:42,3.27,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 20:48,3.65,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 20:54,4.04,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 21:00,3.18,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 21:06,3.08,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 21:12,4.03,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 21:18,4.10,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 21:24,8.28,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 21:30,13.09,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 21:36,11.03,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 21:42,7.86,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 21:48,5.46,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 21:54,4.38,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 22:00,2.95,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 22:06,2.16,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 22:12,2.44,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 22:18,1.72,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 22:24,1.81,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 22:30,1.53,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 22:36,2.55,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 22:42,3.51,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 22:48,3.24,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 22:54,7.21,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 23:00,7.81,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 23:06,11.87,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 23:12,8.32,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 23:18,5.46,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 23:24,4.92,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 23:30,2.70,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 23:36,1.55,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 23:42,1.73,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 23:48,2.03,good,0.00,not evaluated,0.00,not evaluated
2025-06-01 23:54,1.25,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 00:00,0.59,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 00:06,1.26,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 00:12,1.77,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 00:18,1.72,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 00:24,1.31,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 00:30,2.05,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 01:00,3.96,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 01:06,8.13,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 01:12,8.97,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 01:18,7.48,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 01:24,6.73,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 01:30,5.57,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 01:36,4.68,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 01:42,4.48,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 01:48,5.14,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 01:54,4.90,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 02:00,5.01,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 02:06,4.37,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 02:12,3.64,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 02:18,2.47,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 02:24,2.72,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 02:30,3.14,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 02:36,3.07,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 02:42,3.06,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 02:48,2.78,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 02:54,2.91,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 03:00,3.11,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 03:06,2.94,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 03:12,2.34,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 03:18,2.35,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 03:24,2.79,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 03:30,2.17,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 03:36,2.32,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 03:42,2.62,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 03:48,2.58,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 03:54,2.08,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 04:00,1.22,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 04:06,1.33,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 04:12,3.15,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 04:18,3.16,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 04:24,3.14,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 04:30,2.83,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 04:36,2.64,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 04:42,2.29,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 04:48,1.68,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 04:54,1.59,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 05:00,1.05,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 05:06,1.38,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 05:12,1.54,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 05:18,2.23,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 05:24,2.38,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 05:30,1.79,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 06:00,2.26,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 06:06,2.49,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 06:12,2.09,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 06:18,1.48,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 06:24,1.46,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 06:30,1.37,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 06:36,1.15,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 06:42,1.12,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 06:48,1.19,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 06:54,2.38,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 07:00,2.85,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 07:06,3.28,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 07:12,2.71,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 07:18,2.26,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 07:24,2.03,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 07:30,2.32,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 07:36,2.51,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 07:42,2.15,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 07:48,2.27,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 07:54,2.46,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 08:00,2.64,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 08:06,3.19,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 08:12,6.61,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 08:18,5.79,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 08:24,5.83,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 08:30,6.00,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 08:36,5.22,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 08:42,5.03,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 08:48,4.80,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 08:54,4.33,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 09:00,3.78,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 09:06,4.39,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 09:12,3.65,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 09:18,3.91,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 09:24,3.47,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 09:30,3.54,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 09:36,3.12,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 09:42,3.31,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 09:48,3.64,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 09:54,3.74,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 10:00,4.57,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 10:06,5.11,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 10:12,5.57,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 10:18,5.57,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 10:24,5.09,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 10:30,5.64,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 11:30,3.93,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 11:36,2.00,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 11:42,3.02,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 11:48,3.95,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 11:54,4.21,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 12:00,3.95,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 12:06,5.69,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 12:12,5.69,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 12:18,5.62,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 12:24,5.17,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 12:30,5.86,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 12:36,6.15,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 12:42,6.15,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 12:48,5.90,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 12:54,6.37,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 13:00,6.69,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 13:06,6.91,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 13:12,6.78,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 13:18,6.97,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 13:24,7.03,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 13:30,7.13,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 13:36,7.35,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 13:42,7.48,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 13:48,7.42,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 13:54,7.49,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 14:00,7.86,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 14:06,7.72,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 14:12,8.42,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 14:18,8.22,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 14:24,7.56,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 14:30,7.51,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 14:36,7.37,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 14:42,7.86,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 14:48,7.01,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 14:54,6.74,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 15:00,6.64,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 15:06,6.67,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 15:12,6.85,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 15:18,7.00,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 15:24,7.43,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 15:30,7.28,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 15:36,7.40,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 15:42,6.65,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 15:48,7.15,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 15:54,7.77,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 16:00,7.23,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 16:06,6.74,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 16:12,6.85,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 16:18,7.18,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 16:24,6.47,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 16:30,6.10,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 16:36,6.12,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 16:42,5.94,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 16:48,5.21,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 16:54,6.29,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 17:00,6.11,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 17:06,5.22,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 17:12,5.05,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 17:18,4.77,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 17:24,4.87,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 17:30,5.32,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 17:36,4.38,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 17:42,4.14,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 17:48,4.16,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 17:54,4.37,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 18:00,5.11,good,0.00,not evaluated,0.00,not evaluated
2025-06-02 18:06,4.56,good,0.00,not evaluated,0.00,not evaluated
