Real_Time,Temp_C,Cond_uScm-1,CellVoltage,StateofCharge,ErrorCode
946685642,23.75,15830.00,0.04,35.06,0
946685663,23.80,15840.00,0.04,33.41,0
946685683,23.65,0.00,0.04,32.12,0
946685702,23.38,0.00,0.04,30.83,0
946685722,23.13,0.00,0.04,29.11,0
946685742,23.31,24800.00,0.04,27.82,0
946685763,23.63,58800.00,0.04,26.54,0
946685783,23.65,58840.00,0.04,24.82,0
946685802,23.83,58900.00,0.04,23.53,0
946685822,23.82,58940.00,0.04,22.24,0
946685842,23.67,58890.00,0.04,20.52,0
946685863,23.81,58940.00,0.04,19.05,0
946685883,23.64,58960.00,0.04,17.76,0
946685902,23.86,58980.00,0.04,16.21,0
946685922,23.73,58940.00,0.04,14.66,0
946685942,23.73,58960.00,0.04,13.36,0
946685963,23.67,59020.00,0.04,12.07,0
946685983,23.84,58930.00,0.04,10.52,0
946686002,23.75,58950.00,0.04,9.22,0
946686022,23.89,59000.00,0.04,7.84,0
946686042,23.68,59040.00,0.04,6.49,0
946686063,23.67,11130.00,0.04,5.15,0
946686083,23.51,0.00,0.04,3.87,0
Real_Time,Temp_C,Cond_uScm-1,CellVoltage,StateofCharge,ErrorCode
946684806,0.00,0.00,4.07,85.63,0
946684823,0.00,0.00,4.07,85.63,0
946684843,0.00,0.00,4.07,85.63,0
946684863,0.00,0.00,4.07,85.63,0
946684883,0.00,0.00,4.07,85.63,0
946684903,0.00,0.00,4.07,85.63,0
946684923,0.00,0.00,4.07,85.63,0
946684943,0.00,0.00,4.07,85.63,0
946684962,0.00,0.00,4.07,85.63,0
946684983,0.00,0.00,4.07,85.63,0
946685003,0.00,0.00,4.07,85.63,0
946685023,0.00,0.00,4.07,85.63,0
946685043,0.00,0.00,4.07,85.63,0
946685063,0.00,0.00,4.07,85.63,0
946685083,0.00,0.00,4.07,85.63,0
946685102,0.00,0.00,4.07,85.63,0
946685123,0.00,0.00,4.07,85.63,0
946685143,0.00,0.00,4.07,85.63,0
946685163,0.00,0.00,4.07,85.63,0
946685183,0.00,0.00,4.07,85.63,0
946685203,0.00,0.00,4.07,85.63,0
946685223,0.00,0.00,4.07,85.63,0
946685243,0.00,0.00,4.07,85.63,0
946685263,0.00,0.00,4.07,85.63,0
946685282,0.00,0.00,4.07,85.63,0
946685303,0.00,0.00,4.07,85.63,0
946685323,0.00,0.00,4.07,85.63,0
946685343,0.00,0.00,4.07,85.63,0
946685363,0.00,0.00,4.07,85.63,0
946685382,0.00,0.00,4.07,85.63,0
946685403,0.00,0.00,4.07,85.63,0
946685423,0.00,0.00,4.07,85.63,0
946685443,0.00,0.00,4.07,85.63,0
946685463,0.00,0.00,4.07,85.63,0
946685483,0.00,0.00,4.07,85.63,0
946685503,0.00,0.00,4.07,85.63,0
946685522,0.00,0.00,4.07,85.63,0
946685543,0.00,0.00,4.07,85.63,0
946685563,0.00,0.00,4.07,85.63,0
946685583,0.00,0.00,4.07,85.63,0
946685603,0.00,0.00,4.07,85.63,0
946685623,0.00,0.00,4.07,85.63,0
946685643,0.00,0.00,4.07,85.63,0
946685662,0.00,0.00,4.07,85.63,0
946685683,0.00,0.00,4.07,85.63,0
946685703,0.00,0.00,4.07,85.63,0
946685723,0.00,0.00,4.07,85.63,0
946685743,0.00,0.00,4.07,85.63,0
946685763,0.00,0.00,4.07,85.63,0
946685783,0.00,0.00,4.07,85.63,0
946685802,0.00,0.00,4.07,85.63,0
946685823,0.00,0.00,4.07,85.63,0
946685843,0.00,0.00,4.07,85.63,0
946685863,0.00,0.00,4.07,85.63,0
946685883,0.00,0.00,4.07,85.63,0
946685903,0.00,0.00,4.07,85.63,0
946685923,0.00,0.00,4.07,85.63,0
946685942,0.00,0.00,4.07,85.63,0
946685963,0.00,0.00,4.07,85.63,0
946685983,0.00,0.00,4.07,85.63,0
946686003,0.00,0.00,4.07,85.63,0
946686023,0.00,0.00,4.07,85.63,0
946686042,0.00,0.00,4.07,85.63,0
946686063,0.00,0.00,4.07,85.63,0
946686083,0.00,0.00,4.07,85.63,0
946686103,0.00,0.00,4.07,85.63,0
946686123,0.00,0.00,4.07,85.63,0
946686143,0.00,0.00,4.07,85.63,0
946686163,0.00,0.00,4.07,85.63,0
946686183,0.00,0.00,4.07,85.63,0
946686203,0.00,0.00,4.07,85.63,0
946686222,0.00,0.00,4.07,85.63,0
946686243,0.00,0.00,4.07,85.63,0
946686263,0.00,0.00,4.07,85.63,0
946686283,0.00,0.00,4.07,85.63,0
946686303,0.00,0.00,4.07,85.63,0
946686323,0.00,0.00,4.07,85.63,0
946686343,0.00,0.00,4.07,85.63,0
946686362,0.00,0.00,4.07,85.77,0
946686383,0.00,0.00,4.07,85.77,0
946686403,0.00,0.00,4.07,85.77,0
946686423,0.00,0.00,4.07,85.77,0
946686443,0.00,0.00,4.07,85.77,0
946686463,0.00,0.00,4.07,85.77,0
946686483,0.00,0.00,4.07,85.77,0
946686502,0.00,0.00,4.07,85.77,0
946686523,0.00,0.00,4.07,85.77,0
946686543,0.00,0.00,4.07,85.77,0
946686563,0.00,0.00,4.07,85.77,0
946686583,0.00,0.00,4.07,85.77,0
946686602,0.00,0.00,4.07,85.77,0
946686623,0.00,0.00,4.07,85.77,0
946686643,0.00,0.00,4.07,85.77,0
946686663,0.00,0.00,4.07,85.77,0
946686683,0.00,0.00,4.07,85.77,0
946686703,0.00,0.00,4.07,85.77,0
946686723,0.00,0.00,4.07,85.77,0
946686742,0.00,0.00,4.07,85.77,0
946686763,0.00,0.00,4.07,85.77,0
946686783,0.00,0.00,4.07,85.77,0
946686803,0.00,0.00,4.07,85.77,0
946686823,0.00,0.00,4.07,85.77,0
946686843,0.00,0.00,4.07,85.77,0
946686863,0.00,0.00,4.07,85.77,0
946686882,0.00,0.00,4.07,85.77,0
946686903,0.00,0.00,4.07,85.77,0
946686923,0.00,0.00,4.07,85.77,0
946686943,0.00,0.00,4.07,85.77,0
946686963,0.00,0.00,4.07,85.77,0
946686983,0.00,0.00,4.07,85.77,0
946687003,0.00,0.00,4.07,85.77,0
946687022,0.00,0.00,4.07,85.77,0
946687043,0.00,0.00,4.07,85.77,0
946687063,0.00,0.00,4.07,85.77,0
946687083,0.00,0.00,4.07,85.77,0
946687103,0.00,0.00,4.07,85.77,0
946687123,0.00,0.00,4.07,85.77,0
946687143,0.00,0.00,4.07,85.77,0
946687162,0.00,0.00,4.07,85.77,0
946687183,0.00,0.00,4.07,85.77,0
946687203,0.00,0.00,4.07,85.77,0
946687223,0.00,0.00,4.07,85.77,0
946687243,0.00,0.00,4.07,85.77,0
946687263,0.00,0.00,4.07,85.77,0
946687283,0.00,0.00,4.07,85.77,0
946687302,0.00,0.00,4.07,85.77,0
946687323,0.00,0.00,4.07,85.77,0
946687343,0.00,0.00,4.07,85.77,0
946687363,0.00,0.00,4.07,85.77,0
946687383,0.00,0.00,4.07,85.77,0
946687403,0.00,0.00,4.07,85.77,0
946687423,0.00,0.00,4.07,85.77,0
946687442,0.00,0.00,4.07,85.77,0
946687463,0.00,0.00,4.07,85.77,0
946687483,0.00,0.00,4.07,85.77,0
946687503,0.00,0.00,4.07,85.77,0
946687523,0.00,0.00,4.07,85.77,0
946687543,0.00,0.00,4.07,85.77,0
946687563,0.00,0.00,4.07,85.77,0
946687582,0.00,0.00,4.07,85.77,0
946687603,0.00,0.00,4.07,85.77,0
946687622,0.00,0.00,4.07,85.77,0
946687643,0.00,0.00,4.07,85.77,0
946687663,0.00,0.00,4.07,85.77,0
946687683,0.00,0.00,4.07,85.77,0
946687703,0.00,0.00,4.07,85.77,0
946687723,0.00,0.00,4.07,85.77,0
946687743,0.00,0.00,4.07,85.77,0
946687762,0.00,0.00,4.07,85.77,0
946687783,0.00,0.00,4.07,85.77,0
946687802,0.00,0.00,4.07,85.77,0
946687823,0.00,0.00,4.07,85.77,0
946687843,0.00,0.00,4.07,85.77,0
946687863,0.00,0.00,4.07,85.77,0
946687883,0.00,0.00,4.07,85.77,0
946687903,0.00,0.00,4.07,85.77,0
946687923,0.00,0.00,4.07,85.77,0
946687942,0.00,0.00,4.07,85.77,0
946687963,0.00,0.00,4.07,85.77,0
946687983,0.00,0.00,4.07,85.77,0
946688003,0.00,0.00,4.07,85.77,0
946688023,0.00,0.00,4.07,85.77,0
946688043,0.00,0.00,4.07,85.77,0
946688063,0.00,0.00,4.07,85.77,0
946688082,0.00,0.00,4.07,85.77,0
946688103,0.00,0.00,4.07,85.77,0
946688123,0.00,0.00,4.07,85.77,0
946688143,0.00,0.00,4.07,85.77,0
946688163,0.00,0.00,4.07,85.77,0
946688183,0.00,0.00,4.07,85.77,0
946688203,0.00,0.00,4.07,85.77,0
946688222,0.00,0.00,4.07,85.77,0
946688243,0.00,0.00,4.07,85.77,0
946688263,0.00,0.00,4.07,85.77,0
946688283,0.00,0.00,4.07,85.77,0
946688303,0.00,0.00,4.07,85.77,0
946688322,0.00,0.00,4.07,85.77,0
946688343,0.00,0.00,4.07,85.77,0
946688363,0.00,0.00,4.07,85.77,0
946688383,0.00,0.00,4.07,85.77,0
946688403,0.00,0.00,4.07,85.77,0
946688423,0.00,0.00,4.07,85.77,0
946688443,0.00,0.00,4.07,85.77,0
946688462,0.00,0.00,4.07,85.77,0
946688483,0.00,0.00,4.07,85.77,0
946688503,0.00,0.00,4.07,85.77,0
946688523,0.00,0.00,4.07,85.77,0
946688543,0.00,0.00,4.07,85.77,0
946688563,0.00,0.00,4.07,85.91,0
946688583,0.00,0.00,4.07,85.91,0
946688602,0.00,0.00,4.07,85.91,0
946688623,0.00,0.00,4.07,85.91,0
946688643,0.00,0.00,4.07,85.91,0
946688663,0.00,0.00,4.07,85.91,0
946688683,0.00,0.00,4.07,85.91,0
946688703,0.00,0.00,4.07,85.91,0
946688723,0.00,0.00,4.07,85.91,0
946688742,0.00,0.00,4.07,85.91,0
946688763,0.00,0.00,4.07,85.91,0
946688783,0.00,0.00,4.07,85.91,0
946688803,0.00,0.00,4.07,85.91,0
946688823,0.00,0.00,4.07,85.91,0
946688843,0.00,0.00,4.07,85.91,0
946688863,0.00,0.00,4.07,85.91,0
946688882,0.00,0.00,4.07,85.91,0
946688903,0.00,0.00,4.07,85.91,0
946688923,0.00,0.00,4.07,85.91,0
946688943,0.00,0.00,4.07,85.91,0
946688963,0.00,0.00,4.07,85.91,0
946688982,0.00,0.00,4.07,85.91,0
946689003,0.00,0.00,4.07,85.91,0
946689023,0.00,0.00,4.07,85.91,0
946689043,0.00,0.00,4.07,85.91,0
946689063,0.00,0.00,4.07,85.91,0
946689083,0.00,0.00,4.07,85.91,0
946689103,0.00,0.00,4.07,85.91,0
946689123,0.00,0.00,4.07,85.91,0
946689143,0.00,0.00,4.07,85.91,0
946689162,0.00,0.00,4.07,85.91,0
946689183,0.00,0.00,4.07,85.91,0
946689203,0.00,0.00,4.07,85.91,0
946689223,0.00,0.00,4.07,85.91,0
946689243,0.00,0.00,4.07,85.91,0
946689263,0.00,0.00,4.07,85.91,0
946689283,0.00,0.00,4.07,85.91,0
946689302,0.00,0.00,4.07,85.91,0
946689323,0.00,0.00,4.07,85.91,0
946689343,0.00,0.00,4.07,85.91,0
946689363,0.00,0.00,4.07,85.91,0
946689383,0.00,0.00,4.07,85.91,0
946689403,0.00,0.00,4.07,85.91,0
946689423,0.00,0.00,4.07,85.91,0
946689442,0.00,0.00,4.07,85.91,0
946689463,0.00,0.00,4.07,85.91,0
946689483,0.00,0.00,4.07,85.91,0
946689503,0.00,0.00,4.07,85.91,0
946689523,0.00,0.00,4.07,85.91,0
946689542,0.00,0.00,4.07,85.91,0
946689563,0.00,0.00,4.07,85.91,0
946689583,0.00,0.00,4.07,85.91,0
946689603,0.00,0.00,4.07,85.91,0
946689623,0.00,0.00,4.07,85.91,0
946689643,0.00,0.00,4.07,85.91,0
946689663,0.00,0.00,4.07,85.91,0
946689682,0.00,0.00,4.07,85.91,0
946689703,0.00,0.00,4.07,85.91,0
946689723,0.00,0.00,4.07,85.91,0
946689743,0.00,0.00,4.07,85.91,0
946689763,0.00,0.00,4.07,85.91,0
946689783,0.00,0.00,4.07,85.91,0
946689803,0.00,0.00,4.07,85.91,0
946689822,0.00,0.00,4.07,85.91,0
946689843,0.00,0.00,4.07,85.91,0
946689863,0.00,0.00,4.07,85.91,0
946689883,0.00,0.00,4.07,85.91,0
946689903,0.00,0.00,4.07,85.91,0
946689923,0.00,0.00,4.07,85.91,0
946689943,0.00,0.00,4.07,85.91,0
946689962,0.00,0.00,4.07,85.91,0
946689983,0.00,0.00,4.07,85.91,0
946690003,0.00,0.00,4.07,85.91,0
946690023,0.00,0.00,4.07,85.91,0
946690043,0.00,0.00,4.07,85.91,0
946690063,0.00,0.00,4.07,85.91,0
946690083,0.00,0.00,4.07,85.91,0
946690103,0.00,0.00,4.07,85.91,0
946690123,0.00,0.00,4.07,85.91,0
946690143,0.00,0.00,4.07,85.91,0
946690163,0.00,0.00,4.07,85.91,0
946690183,0.00,0.00,4.07,85.91,0
946690202,0.00,0.00,4.07,85.91,0
946690223,0.00,0.00,4.07,85.91,0
946690243,0.00,0.00,4.07,85.91,0
946690263,0.00,0.00,4.07,85.91,0
946690283,0.00,0.00,4.07,85.91,0
946690303,0.00,0.00,4.07,85.91,0
946690323,0.00,0.00,4.07,85.91,0
946690342,0.00,0.00,4.07,85.91,0
946690363,0.00,0.00,4.07,85.91,0
946690383,0.00,0.00,4.07,85.91,0
946690403,0.00,0.00,4.07,85.91,0
946690423,0.00,0.00,4.07,85.91,0
946690443,0.00,0.00,4.07,85.91,0
946690463,0.00,0.00,4.07,85.91,0
946690482,0.00,0.00,4.07,85.91,0
946690503,0.00,0.00,4.07,85.91,0
946690523,0.00,0.00,4.07,85.91,0
946690543,0.00,0.00,4.07,85.91,0
946690563,0.00,0.00,4.07,85.91,0
946690583,0.00,0.00,4.07,85.91,0
946690603,0.00,0.00,4.07,85.91,0
946690622,0.00,0.00,4.07,85.91,0
946690643,0.00,0.00,4.07,85.91,0
946690663,0.00,0.00,4.07,85.91,0
946690683,0.00,0.00,4.07,85.91,0
946690703,0.00,0.00,4.07,85.91,0
946690723,0.00,0.00,4.07,85.91,0
946690743,0.00,0.00,4.07,85.91,0
946690762,0.00,0.00,4.07,85.91,0
946690783,0.00,0.00,4.07,85.91,0
946690803,0.00,0.00,4.07,85.91,0
946690823,0.00,0.00,4.07,85.91,0
946690843,0.00,0.00,4.07,85.91,0
946690863,0.00,0.00,4.07,85.91,0
946690883,0.00,0.00,4.07,85.91,0
946690902,0.00,0.00,4.07,85.91,0
946690923,0.00,0.00,4.07,85.91,0
946690943,0.00,0.00,4.07,85.91,0
946690963,0.00,0.00,4.07,85.91,0
946690983,0.00,0.00,4.07,85.91,0
946691003,0.00,0.00,4.07,85.91,0
946691023,0.00,0.00,4.07,85.91,0
946691042,0.00,0.00,4.07,85.91,0
946691063,0.00,0.00,4.07,85.91,0
946691083,0.00,0.00,4.07,85.91,0
946691103,0.00,0.00,4.07,85.91,0
946691123,0.00,0.00,4.07,85.91,0
946691143,0.00,0.00,4.07,85.91,0
946691163,0.00,0.00,4.07,85.91,0
946691182,0.00,0.00,4.07,85.91,0
946691203,0.00,0.00,4.07,85.91,0
946691223,0.00,0.00,4.07,85.91,0
946691243,0.00,0.00,4.07,85.91,0
946691263,0.00,0.00,4.07,85.91,0
946691282,0.00,0.00,4.07,85.91,0
946691303,0.00,0.00,4.07,85.91,0
946691323,0.00,0.00,4.07,85.91,0
946691343,0.00,0.00,4.07,85.91,0
946691363,0.00,0.00,4.07,85.91,0
946691383,0.00,0.00,4.07,85.91,0
946691403,0.00,0.00,4.07,85.91,0
946691422,0.00,0.00,4.07,85.91,0
946691443,0.00,0.00,4.07,85.91,0
946691463,0.00,0.00,4.07,85.91,0
946691483,0.00,0.00,4.07,85.91,0
946691503,0.00,0.00,4.07,85.91,0
946691523,0.00,0.00,4.07,85.91,0
946691543,0.00,0.00,4.07,85.91,0
946691562,0.00,0.00,4.07,85.91,0
946691583,0.00,0.00,4.07,85.91,0
946691603,0.00,0.00,4.07,85.91,0
946691623,0.00,0.00,4.07,85.91,0
946691643,0.00,0.00,4.07,85.91,0
946691663,0.00,0.00,4.07,85.91,0
946691683,0.00,0.00,4.07,85.91,0
946691702,0.00,0.00,4.07,85.91,0
946691723,0.00,0.00,4.07,85.91,0
946691743,0.00,0.00,4.07,85.91,0
946691763,0.00,0.00,4.07,85.91,0
946691783,0.00,0.00,4.07,85.91,0
946691803,0.00,0.00,4.07,85.91,0
946691823,0.00,0.00,4.07,85.91,0
946691842,0.00,0.00,4.07,85.91,0
946691863,0.00,0.00,4.07,85.91,0
946691883,0.00,0.00,4.07,85.91,0
946691903,0.00,0.00,4.07,85.91,0
946691923,0.00,0.00,4.07,85.91,0
946691942,0.00,0.00,4.07,85.91,0
946691963,0.00,0.00,4.07,85.91,0
946691983,0.00,0.00,4.07,85.91,0
946692003,0.00,0.00,4.07,85.91,0
946692023,0.00,0.00,4.07,85.91,0
946692043,0.00,0.00,4.07,85.91,0
946692063,0.00,0.00,4.07,85.91,0
946692082,0.00,0.00,4.07,85.91,0
946692103,0.00,0.00,4.07,85.91,0
946692123,0.00,0.00,4.07,85.91,0
946692143,0.00,0.00,4.07,85.91,0
946692163,0.00,0.00,4.07,85.91,0
946692183,0.00,0.00,4.07,85.91,0
946692203,0.00,0.00,4.07,85.91,0
946692222,0.00,0.00,4.07,85.91,0
946692243,0.00,0.00,4.07,85.91,0
946692263,0.00,0.00,4.07,85.91,0
946692283,0.00,0.00,4.07,85.91,0
946692303,0.00,0.00,4.07,85.91,0
946692323,0.00,0.00,4.07,85.91,0
946692343,0.00,0.00,4.07,86.06,0
946692362,0.00,0.00,4.07,86.06,0
946692383,0.00,0.00,4.07,86.06,0
946692403,0.00,0.00,4.07,86.06,0
946692423,0.00,0.00,4.07,86.06,0
946692443,0.00,0.00,4.07,86.06,0
946692462,0.00,0.00,4.07,86.06,0
946692483,0.00,0.00,4.07,86.06,0
946692503,0.00,0.00,4.07,86.06,0
946692523,0.00,0.00,4.07,86.06,0
946692543,0.00,0.00,4.07,86.06,0
946692563,0.00,0.00,4.07,86.06,0
946692583,0.00,0.00,4.07,86.06,0
946692602,0.00,0.00,4.07,86.06,0
946692623,0.00,0.00,4.07,86.06,0
946692643,0.00,0.00,4.07,86.06,0
946692663,0.00,0.00,4.07,86.06,0
946692683,0.00,0.00,4.07,86.06,0
946692703,0.00,0.00,4.07,86.06,0
946692723,0.00,0.00,4.07,86.06,0
946692742,0.00,0.00,4.07,86.06,0
946692763,0.00,0.00,4.07,86.06,0
946692783,0.00,0.00,4.07,86.06,0
946692803,0.00,0.00,4.07,86.06,0
946692823,0.00,0.00,4.07,86.06,0
946692843,0.00,0.00,4.07,86.06,0
946692863,0.00,0.00,4.07,86.06,0
946692882,0.00,0.00,4.07,86.06,0
946692903,0.00,0.00,4.07,86.06,0
946692923,0.00,0.00,4.07,86.06,0
946692943,0.00,0.00,4.07,86.06,0
946692963,0.00,0.00,4.07,86.06,0
946692983,0.00,0.00,4.07,86.06,0
946693003,0.00,0.00,4.07,86.06,0
946693022,0.00,0.00,4.07,86.06,0
946693043,0.00,0.00,4.07,86.06,0
946693063,0.00,0.00,4.07,86.06,0
946693083,0.00,0.00,4.07,86.06,0
946693103,0.00,0.00,4.07,86.06,0
946693122,0.00,0.00,4.07,86.06,0
946693143,0.00,0.00,4.07,86.06,0
946693162,0.00,0.00,4.07,86.06,0
946693183,0.00,0.00,4.07,86.06,0
946693203,0.00,0.00,4.07,86.06,0
946693223,0.00,0.00,4.07,86.06,0
946693243,0.00,0.00,4.07,86.06,0
946693263,0.00,0.00,4.07,86.06,0
946693283,0.00,0.00,4.07,86.06,0
946693302,0.00,0.00,4.07,86.06,0
946693323,0.00,0.00,4.07,86.06,0
946693343,0.00,0.00,4.07,86.06,0
946693363,0.00,0.00,4.07,86.06,0
946693383,0.00,0.00,4.07,86.06,0
946693403,0.00,0.00,4.07,86.06,0
946693423,0.00,0.00,4.07,86.06,0
946693442,0.00,0.00,4.07,86.06,0
946693463,0.00,0.00,4.07,86.06,0
946693483,0.00,0.00,4.07,86.06,0
946693503,0.00,0.00,4.07,86.06,0
946693523,0.00,0.00,4.07,86.06,0
946693543,0.00,0.00,4.07,86.06,0
946693563,0.00,0.00,4.07,86.06,0
946693582,0.00,0.00,4.07,86.06,0
946693603,0.00,0.00,4.07,86.06,0
946693623,0.00,0.00,4.07,86.06,0
946693643,0.00,0.00,4.07,86.06,0
946693663,0.00,0.00,4.07,86.06,0
946693683,0.00,0.00,4.07,86.06,0
946693703,0.00,0.00,4.07,86.06,0
946693723,0.00,0.00,4.07,86.06,0
946693743,0.00,0.00,4.07,86.06,0
946693763,0.00,0.00,4.07,86.06,0
946693783,0.00,0.00,4.07,86.06,0
946693803,0.00,0.00,4.07,86.06,0
946693823,0.00,0.00,4.07,86.06,0
946693843,0.00,0.00,4.07,86.06,0
946693862,0.00,0.00,4.07,86.06,0
946693883,0.00,0.00,4.07,86.06,0
946693903,0.00,0.00,4.07,86.06,0
946693923,0.00,0.00,4.07,86.06,0
946693943,0.00,0.00,4.07,86.06,0
946693963,0.00,0.00,4.07,86.06,0
946693983,0.00,0.00,4.07,86.06,0
946694003,0.00,0.00,4.07,86.06,0
946694023,0.00,0.00,4.07,86.06,0
946694043,0.00,0.00,4.07,86.06,0
946694063,0.00,0.00,4.07,86.06,0
946694083,0.00,0.00,4.07,86.06,0
946694102,0.00,0.00,4.07,86.06,0
946694123,0.00,0.00,4.07,86.06,0
946694142,0.00,0.00,4.07,86.06,0
946694163,0.00,0.00,4.07,86.06,0
946694183,0.00,0.00,4.07,86.06,0
946694203,0.00,0.00,4.07,86.06,0
946694223,0.00,0.00,4.07,86.06,0
946694243,0.00,0.00,4.07,86.06,0
946694263,0.00,0.00,4.07,86.06,0
946694282,0.00,0.00,4.07,86.06,0
946694303,0.00,0.00,4.07,86.06,0
946694323,0.00,0.00,4.07,86.06,0
946694343,0.00,0.00,4.07,86.06,0
946694363,0.00,0.00,4.07,86.06,0
946694382,0.00,0.00,4.07,86.06,0
946694403,0.00,0.00,4.07,86.06,0
946694423,0.00,0.00,4.07,86.06,0
946694443,0.00,0.00,4.07,86.06,0
946694463,0.00,0.00,4.07,86.06,0
946694483,0.00,0.00,4.07,86.06,0
946694503,0.00,0.00,4.07,86.06,0
946694522,0.00,0.00,4.07,86.06,0
946694543,0.00,0.00,4.07,86.06,0
946694563,0.00,0.00,4.07,86.06,0
946694583,0.00,0.00,4.07,86.06,0
946694603,0.00,0.00,4.07,86.06,0
946694623,0.00,0.00,4.07,86.06,0
946694643,0.00,0.00,4.07,86.06,0
946694662,0.00,0.00,4.07,86.06,0
946694683,0.00,0.00,4.07,86.06,0
946694703,0.00,0.00,4.07,86.06,0
946694723,0.00,0.00,4.07,86.06,0
946694743,0.00,0.00,4.07,86.06,0
946694762,0.00,0.00,4.07,86.06,0
946694783,0.00,0.00,4.07,86.06,0
946694803,0.00,0.00,4.07,86.06,0
946694823,0.00,0.00,4.07,86.06,0
946694843,0.00,0.00,4.07,86.06,0
946694863,0.00,0.00,4.07,86.06,0
946694883,0.00,0.00,4.07,86.06,0
946694902,0.00,0.00,4.07,86.06,0
946694923,0.00,0.00,4.07,86.06,0
946694943,0.00,0.00,4.07,86.06,0
946694963,0.00,0.00,4.07,86.06,0
946694983,0.00,0.00,4.07,86.06,0
946695003,0.00,0.00,4.07,86.06,0
946695023,0.00,0.00,4.07,86.06,0
946695042,0.00,0.00,4.07,86.06,0
946695063,0.00,0.00,4.07,86.06,0
946695083,0.00,0.00,4.07,86.06,0
946695103,0.00,0.00,4.07,86.06,0
946695123,0.00,0.00,4.07,86.06,0
946695142,0.00,0.00,4.07,86.06,0
946695163,0.00,0.00,4.07,86.06,0
946695183,0.00,0.00,4.07,86.06,0
946695203,0.00,0.00,4.07,86.06,0
946695223,0.00,0.00,4.07,86.06,0
946695243,0.00,0.00,4.07,86.06,0
946695263,0.00,0.00,4.07,86.06,0
946695282,0.00,0.00,4.07,86.06,0
946695303,0.00,0.00,4.07,86.06,0
946695323,0.00,0.00,4.07,86.06,0
946695343,0.00,0.00,4.07,86.06,0
946695363,0.00,0.00,4.07,86.06,0
946695383,0.00,0.00,4.07,86.06,0
946695403,0.00,0.00,4.07,86.06,0
946695423,0.00,0.00,4.07,86.06,0
946695443,0.00,0.00,4.07,86.06,0
946695463,0.00,0.00,4.07,86.06,0
946695483,0.00,0.00,4.07,86.06,0
946695503,0.00,0.00,4.07,86.06,0
946695522,0.00,0.00,4.07,86.06,0
946695543,0.00,0.00,4.07,86.06,0
946695562,0.00,0.00,4.07,86.06,0
946695583,0.00,0.00,4.07,86.06,0
946695603,0.00,0.00,4.07,86.06,0
946695623,0.00,0.00,4.07,86.06,0
946695643,0.00,0.00,4.07,86.06,0
946695663,0.00,0.00,4.07,86.06,0
946695683,0.00,0.00,4.07,86.06,0
946695702,0.00,0.00,4.07,86.06,0
946695723,0.00,0.00,4.07,86.06,0
946695743,0.00,0.00,4.07,86.06,0
946695763,0.00,0.00,4.07,86.06,0
946695783,0.00,0.00,4.07,86.06,0
946695802,0.00,0.00,4.07,86.06,0
946695823,0.00,0.00,4.07,86.06,0
