Real_Time,Temp_C,Cond_uScm-1,CellVoltage,StateofCharge,ErrorCode,Elapsed_sec,datetime
946686282,23.07,78260,0.05,0,0,1477,2026-07-22 13:59:47
946686302,23.06,78370,0.05,0,0,1497,2026-07-22 14:00:07
946686322,23.05,78470,0.05,0,0,1517,2026-07-22 14:00:27
946686343,23.04,78510,0.05,0,0,1538,2026-07-22 14:00:48
946686363,23.03,78530,0.05,0,0,1558,2026-07-22 14:01:08
946686382,23.03,78560,0.05,0,0,1577,2026-07-22 14:01:27
946686402,23.03,78570,0.05,0,0,1597,2026-07-22 14:01:47
946686422,23.02,78590,0.05,0,0,1617,2026-07-22 14:02:07
946686442,23.02,78590,0.05,0,0,1637,2026-07-22 14:02:27
946686463,23.02,78650,0.05,0,0,1658,2026-07-22 14:02:48
946686483,23.02,78680,0.05,0,0,1678,2026-07-22 14:03:08
946686502,23.01,78660,0.05,0,0,1697,2026-07-22 14:03:27
946686522,23.01,78680,0.05,0,0,1717,2026-07-22 14:03:47
946686542,23.01,78690,0.05,0,0,1737,2026-07-22 14:04:07
946686563,23.01,78690,0.05,0,0,1758,2026-07-22 14:04:28
946686583,23,78690,0.05,0,0,1778,2026-07-22 14:04:48
